,,,,,,,,,,,,,,,,,,,,,,
Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
1047,11/8/24,N,New Mexico,MWC,UCLA,N,"W, 72-64",113.1,77.3,75.4,95.5,57.1,31.8,28.6,46.9,84.9,40.9,27.9,35,49.1,98.8,9
1048,11/20/24,N,Xavier,BE,Siena,H,"W, 80-55",113.1,93.4,66.7,119.9,59.2,13.5,29,6.2,82.5,47.9,24,21.2,41.7,90,11
1049,11/12/24,N,South Dakota,Sum,Iowa,A,"L, 96-77",113.1,115.3,73.2,105.2,51.5,17.8,32.6,20.6,131.2,64,13.7,32.4,17.6,44.4,-10
1050,12/4/24,N,Northern Colorado,BSky,St. Thomas,H,"L, 87-75",113.1,127.6,65.3,114.9,60.2,24.5,37,49,133.3,70.5,9.2,16.7,23.2,19.9,-5
1051,11/15/24,N,Michigan,B10,TCU,H,"W, 76-64",113.1,91,72.7,104.6,58.7,28.9,42.9,44.2,88,38.3,16.5,31,34.4,92.5,5
1052,11/4/24,N,California,ACC,Cal St. Bakersfield,H,"W, 86-73",113,102.2,72.8,118.2,48.2,15.1,39.5,70.2,100.3,50.8,23.4,35,29,76.2,9
1053,11/16/24,N,Colorado St.,MWC,Mississippi,N,"L, 84-69",113,124.1,62.8,109.9,57,23.9,26.9,22,133.8,59.1,6.4,29,47.3,25.4,-15
1054,11/9/24,N,High Point,BSth,Jackson St.,H,"W, 80-71",113,107.3,70.6,113.4,66.7,25.5,18.2,69,100.6,49.1,17,20,48.1,64.6,12
1055,12/7/24,N,Mercyhurst,NEC,Lafayette,H,"L, 77-73",113,127.5,64,114,58.8,17.2,24,33.3,120.3,61.8,21.9,40.7,41.2,19.8,5
1056,11/23/24,N,Texas A&M Corpus Chr,Slnd,Le Moyne,H,"W, 82-61",113,95.1,68.6,119.5,63.9,21.9,39.3,40.7,88.9,45.7,21.9,18.2,57.4,87.8,15
1057,11/30/24,N,Western Kentucky,CUSA,Marshall,H,"W, 90-82",113,109.6,78.7,114.4,65.6,17.8,10.7,83.3,104.3,44,17.8,34.9,41.8,58.8,3
1058,11/22/24,N,South Carolina St.,MEAC,Alabama A&M,A,"W, 82-70",113,106.8,69.8,117.5,63.4,21.5,28.6,23.2,100.3,44.9,18.6,35,44.1,65.6,12
1059,11/21/24,N,Tennessee Martin,OVC,Texas A&M Corpus Chr,A,"L, 81-77",113,112.4,69.9,110.2,46.2,17.2,42.5,31.8,115.9,60.7,17.2,35.3,48.2,51.5,0
1060,12/17/24,N,UNLV,MWC,Dayton,A,"L, 66-65",113,99.4,59.6,109.1,49.1,11.7,25.8,30.2,110.7,52,13.4,24.1,31.4,81.4,-3
1061,11/18/24,N,Texas Tech,B12,Arkansas Pine Bluff,H,"W, 98-64",112.9,101.7,72.4,135.3,71,20.7,37,19.4,88.4,58.3,31.8,19.2,27.1,76.9,13
1062,11/29/24,N,Indiana St.,MVC,Arkansas St.,N,"L, 86-81",112.9,119.1,74,109.5,48.5,12.2,28.6,29.9,116.3,52.2,10.8,30,32.4,35.3,-8
1063,12/3/24,N,BYU,B12,Providence,A,"L, 83-64",112.9,128.8,61.7,103.7,38.4,8.1,41.2,24.6,134.5,73.8,16.2,10,61.9,18,-9
1064,12/14/24,N,Florida St.,ACC,Tulane,N,"W, 77-64",112.9,91.5,69.2,111.2,55.8,15.9,7.4,81.4,92.4,36.4,20.2,37.5,42.4,91.8,11
1065,11/9/24,N,Memphis,Amer,UNLV,A,"W, 80-74",112.9,101.6,70.9,112.8,57.1,18.3,25.8,39.3,104.4,47.4,14.1,24.4,44.8,77.1,-2
1066,11/4/24,N,Missouri,SEC,Memphis,A,"L, 83-75",112.9,97.6,73.6,102,51.8,19,29.4,43.9,112.8,52.6,21.8,39.4,52.6,84.3,3
1067,12/15/24,N,Boston College,ACC,Stonehill,H,"W, 73-69",112.9,118.6,61.7,118.3,54.3,14.6,40,20.7,111.8,54.7,19.4,26.7,22.6,36.2,4
1068,12/4/24,N,Texas,SEC,N.C. State,A,"W, 63-59",112.9,96.1,59.2,106.5,52.8,20.3,39.4,26.4,99.7,49.1,15.2,29.4,25.9,86.5,1
1069,11/8/24,N,USC Upstate,BSth,Virginia Tech,A,"L, 93-74",112.9,121.6,72.2,102.5,59.1,23.5,20,23.6,128.8,56.5,9.7,37.5,48.4,29.9,-2
1070,11/22/24,N,Murray St.,MVC,Utah Valley,H,"L, 77-75",112.9,120.2,67.6,110.9,53,10.3,15.2,66,113.8,53.3,16.3,35.3,26.2,32.8,-3
1071,11/8/24,N,San Diego,WCC,Boston University,H,"W, 74-60",112.8,102.9,62.4,118.6,55.9,17.6,38.2,20.3,96.1,41.8,12.8,33.3,24.6,74.2,8
1072,12/17/24,N,Denver,Sum,Cal Poly,A,"L, 95-94",112.8,109.6,74.2,112.7,60.3,22.8,29.4,22.1,113.9,59.8,28.8,44.7,50.8,58.3,10
1073,11/23/24,N,Idaho,BSky,Southern Utah,N,"L, 82-67",112.8,147,57.7,116.2,50,6.9,30.3,21.1,142.2,67,15.6,41.7,26.4,4.5,-11
1074,11/22/24,N,Louisiana,SB,Liberty,N,"L, 89-69",112.8,132.5,65.1,106.1,51.8,12.3,20,23.2,136.8,76.5,23.1,42.9,46.9,13.6,-12
1075,12/17/24,N,Stony Brook,CAA,Marist,H,"L, 68-66",112.8,121.9,57.6,114.6,53.3,17.4,30.8,48.9,118.1,52.5,12.2,39.5,16.4,28.9,3
1076,11/26/24,N,South Dakota St.,Sum,Missouri St.,N,"W, 75-55",112.8,87.6,65.6,114.3,58.3,19.8,29.6,25.9,83.8,38.1,18.3,29.5,27.1,94.8,10
1077,11/4/24,N,North Florida,ASun,South Carolina,A,"W, 74-71",112.8,97.4,69,107.2,49.3,13,34.9,18.8,102.9,50.9,14.5,24.3,44.6,84.5,-3
1078,11/27/24,N,Western Michigan,MAC,Youngstown St.,A,"W, 73-62",112.8,100.7,67.2,108.7,47.4,17.9,50,49.1,92.3,39.8,13.4,27.9,29.7,78.7,4
1079,12/16/24,N,Charleston,CAA,Wofford,H,"W, 77-67",112.8,98,66.4,116,55.9,15.1,23.5,22,101,39.1,15.1,44,26.1,83.5,9
1080,12/7/24,C,Boston College,ACC,Wake Forest,A,"L, 72-66",112.7,107.1,65.9,100.2,47.4,21.2,28.6,24.6,109.3,50,12.1,23.3,72.3,64.2,-1
1081,11/23/24,N,Columbia,Ivy,Stony Brook,H,"W, 82-63",112.7,100.1,67.7,121.2,65,17.7,32.3,13.3,93.1,37.5,16.3,32.6,31.2,79.6,13
1082,11/29/24,N,Samford,SC,West Georgia,H,"W, 86-65",112.7,107.4,69.3,124,59,17.3,39.4,27.9,93.7,44.3,24.5,39.5,26.2,63.4,8
1083,11/16/24,N,Incarnate Word,Slnd,Arkansas Pine Bluff,H,"W, 92-64",112.6,111.6,67.1,137.1,64.3,11.9,42.9,23.8,95.3,47.3,19.4,23.5,26.8,52.5,7
1084,11/16/24,N,Jackson St.,SWAC,Vanderbilt,A,"L, 94-81",112.6,116.7,73.2,110.7,45.2,19.1,41.9,47.6,128.5,65.1,12.3,21.9,27,39.9,-12
1085,11/7/24,N,Penn,Ivy,Maryland Eastern Sho,H,"W, 85-84",112.6,130.4,69,123.1,53.4,10.1,31.6,53.4,121.7,52.3,15.9,42.5,40.6,15.6,6
1086,11/20/24,N,Rutgers,B10,Merrimack,H,"W, 74-63",112.6,100.1,67.6,109.4,47.5,16.3,38.5,38.3,93.2,43.8,13.3,21.1,10.9,79.5,7
1087,12/14/24,N,North Carolina Centr,MEAC,Longwood,A,"W, 77-70",112.6,105,69,111.6,60.4,27.5,44.4,35.8,101.5,57.1,24.6,28.6,46.9,69.1,2
1088,11/14/24,N,Southern Illinois,MVC,Oklahoma St.,A,"L, 85-78",112.6,109.8,73.4,106.3,59.8,24.5,28.1,18,115.9,53.8,9.5,27,30.8,57.1,-3
1089,12/10/24,N,Tulane,Amer,Southern Miss,H,"W, 86-58",112.6,95.7,70.3,122.4,55.7,10,24.2,34.4,82.5,44.2,29.9,32.4,34.6,86.6,10
1090,12/17/24,N,Dayton,A10,UNLV,H,"W, 66-65",112.6,104.3,59.6,110.7,52,13.4,24.1,31.4,109.1,49.1,11.7,25.8,30.2,70.6,3
1091,12/8/24,N,Arkansas St.,SB,Memphis,A,"W, 85-72",112.5,78,81.5,104.3,45.1,20.9,41,38,88.4,41.5,24.5,37.8,57.6,98.5,10
1092,11/21/24,N,East Carolina,Amer,Jacksonville St.,N,"L, 86-78",112.5,118.3,68.9,113.2,49.2,10.2,25.6,22.7,124.8,59.4,11.6,28.6,58.5,36,0
1093,12/7/24,C,Long Beach St.,BW,Hawaii,H,"W, 76-68",112.5,107.7,65.4,116.2,60,16.8,15.4,34,104,55.7,26,34.5,22.6,62.3,4
1094,12/4/24,N,Marshall,SB,Morehead St.,H,"W, 80-77",112.5,114.2,69.3,115.4,53.5,11.5,23.5,45.6,111,50.8,20.2,41,44.1,45.6,8
1095,11/10/24,N,Vanderbilt,SEC,Southeast Missouri S,H,"W, 85-76",112.5,115.1,73.3,115.9,40.8,12.3,41.7,63.1,103.6,54,10.9,10.8,20.6,43.5,3
1096,11/19/24,N,Loyola Chicago,A10,Southern Utah,H,"W, 76-72",112.5,113.7,65.6,115.8,50,10.7,37.8,36.7,109.7,45.5,15.2,33.3,49.1,46.9,2
1097,11/8/24,N,Stanford,ACC,Cal St. Fullerton,H,"W, 80-53",112.4,100.5,63.5,126,56.6,14.2,34.5,49.1,83.4,36.2,22,22.6,82.5,78.4,3
1098,11/30/24,N,Central Arkansas,ASun,Georgia Tech,A,"L, 87-68",112.4,130.1,64.6,105.3,49.1,12.4,17.1,24.6,134.7,58.2,7.7,35.3,32.8,15.6,-10
1099,12/14/24,N,Marquette,BE,Dayton,A,"L, 71-63",112.4,97.1,61.9,101.8,49.1,21,32.4,27.8,114.8,50.8,11.3,42.9,26.2,84.3,4
1100,12/14/24,N,Mississippi,SEC,Southern Miss,N,"W, 77-46",112.4,83,63.8,120.7,56,14.1,34.2,34.5,72.1,36.7,26.6,25,30.6,97,13
1101,12/14/24,N,Utah,B12,Radford,H,"W, 81-63",112.4,92.6,68.8,117.7,55,11.6,22.2,35,91.5,47.3,23.2,29.4,21.4,90.3,11
1102,11/15/24,N,Virginia,ACC,Villanova,N,"W, 70-60",112.4,83.4,62.7,111.7,65.3,19.1,12,18.4,95.7,43.5,20.7,33.3,31.5,96.8,7
1103,11/23/24,N,Alabama St.,SWAC,Lamar,N,"W, 77-75",112.3,116.2,67.8,113.5,56.6,13.3,20,45.3,110.5,50,19.2,35.3,51.9,40.5,-4
1104,12/14/24,N,Valparaiso,MVC,Central Michigan,H,"W, 93-77",112.3,106.9,78.9,117.8,56,20.3,27.3,53.4,97.5,45.5,20.3,25.7,61.8,63.8,3
1105,11/13/24,N,N.C. State,ACC,Coastal Carolina,H,"W, 82-70",112.3,104.9,70.6,116.2,47.4,14.2,34.3,61.4,99.2,50,26.9,35.7,39.2,68.6,7
1106,11/27/24,N,Connecticut,BE,Dayton,N,"L, 85-67",112.3,113.4,64.7,103.5,48.4,7.7,20,17.7,131.3,58,15.4,34.6,60,47.2,-4
1107,11/22/24,N,Duke,ACC,Arizona,A,"W, 69-55",112.3,75.4,67.7,101.9,50,20.7,35.1,21.3,81.2,45.3,22.2,16.7,20.8,99,5
1108,12/8/24,N,South Alabama,SB,Jacksonville St.,H,"W, 76-74",112.3,110.3,65.3,116.3,49.2,9.2,33.3,28.6,113.3,56.6,27.5,42.9,28.3,55,3
1109,11/11/24,N,Alabama,SEC,McNeese St.,H,"W, 72-64",112.3,89.8,66.8,107.8,55,22.5,30.3,48,95.8,45.1,19.5,31.6,18,92.9,7
1110,12/8/24,N,Rice,Amer,Texas St.,A,"L, 75-66",112.3,119.1,60.7,108.8,44.5,9.9,35.1,45.5,123.6,52.8,18.1,46.4,37,33.8,-3
1111,11/27/24,N,Villanova,BE,Rider,H,"W, 72-48",112.3,90.2,59.2,121.5,54.3,13.5,34.3,20.7,81,47.9,28.7,33.3,16.7,92.5,11
1112,11/22/24,N,Southern Indiana,OVC,South Dakota,H,"W, 92-83",112.3,106.1,74.6,123.4,58.8,14.8,34.3,23.5,111.3,44,13.4,40.4,24,65.7,6
1113,12/4/24,N,North Alabama,ASun,Tennessee Tech,H,"W, 82-59",112.3,97.8,65.8,124.7,53.5,7.6,37.8,9.7,89.7,46.4,16.7,17.1,20,83.1,10
1114,11/15/24,N,Furman,SC,Tulane,H,"W, 75-67",112.3,102.9,66.2,113.2,49.1,10.6,25,37.9,101.2,48.1,18.1,27.3,35.2,73.2,6
1115,11/16/24,N,Yale,Ivy,Minnesota,A,"L, 59-56",112.3,105,54,103.7,52.2,25.9,37,26.7,109.2,39.1,5.6,38.6,47.3,68.3,4
1116,12/8/24,N,SIU Edwardsville,OVC,Ball St.,H,"W, 82-69",112.2,116.4,65.4,125.5,58.8,15.3,41.9,36.8,105.6,49.2,12.2,23.7,15.9,39.4,0
1117,11/17/24,N,Clemson,ACC,Boise St.,A,"L, 84-71",112.2,106,70.9,100.2,41.2,11.3,31.1,29.4,118.5,51.8,16.9,35.5,54.5,65.8,-2
1118,12/11/24,N,Kentucky,SEC,Colgate,H,"W, 78-67",112.2,105.2,66.8,116.8,50,9,37.2,18.6,100.3,49.2,12,21.1,4.5,67.7,8
1119,11/20/24,N,Columbia,Ivy,LIU,A,"W, 80-72",112.2,110.2,70,114.2,57.7,15.7,17.2,44.2,102.8,50.9,18.6,20.6,25.9,55,7
1120,12/10/24,N,Washington,B10,Eastern Washington,H,"W, 87-69",112.2,102.1,70.7,123.1,69.6,21.2,30.8,26.8,97.6,54.5,22.6,20,19.6,74.8,8
1121,12/7/24,N,Mississippi,SEC,Lindenwood,H,"W, 86-53",112.2,98.6,66.2,129.8,58.3,10.6,27.3,36.7,80,41.2,22.6,28.2,37.3,81.6,5
1122,11/7/24,N,Maryland Eastern Sho,MEAC,Penn,A,"L, 85-84",112.2,130.7,69,121.7,52.3,15.9,42.5,40.6,123.1,53.4,10.1,31.6,53.4,14.8,-6
1123,11/4/24,N,South Dakota St.,Sum,McNeese St.,N,"W, 80-73",112.2,93.8,73.7,108.5,55.7,21.7,36.4,26.2,99,44.9,14.9,20.5,45.8,88.8,3
1124,12/1/24,N,San Francisco,WCC,Mercyhurst,H,"W, 87-59",112.2,109.7,65.6,132.7,63.6,15.2,41.9,56.4,90,52.8,19.8,11.1,5.7,56.6,3
1125,11/8/24,N,Presbyterian,BSth,N.C. State,A,"L, 81-72",112.2,116.8,67.3,107,53.5,22.3,38.7,28.1,120.3,61.6,17.8,35.7,33.9,38.6,-8
1126,11/8/24,N,Clemson,ACC,Saint Francis,H,"W, 88-62",112.2,94.9,71.9,122.5,69.6,22.3,32,30.4,86.3,46.4,22.3,20,25,87.3,14
1127,11/15/24,N,SIU Edwardsville,OVC,Western Michigan,A,"W, 79-60",112.2,91.1,67.2,117.6,60.7,19.3,30.3,13.1,89.3,31.5,13.4,33.3,68.5,91.7,11
1128,12/8/24,N,Ball St.,MAC,SIU Edwardsville,A,"L, 82-69",112.1,126.3,65.4,105.6,49.2,12.2,23.7,15.9,125.5,58.8,15.3,41.9,36.8,20.2,0
1129,11/8/24,N,Bradley,MVC,Washington St.,A,"L, 91-74",112.1,117.9,71.3,103.8,54.6,19.6,22.6,38.9,127.6,52.5,12.6,37.8,54.1,35.8,-9
1130,11/26/24,N,Bryant,AE,Tennessee St.,N,"W, 97-85",112.1,110.2,81.9,118.4,62.7,25.6,45.7,26.9,103.7,45.2,12.2,27.9,35.6,54.9,7
1131,11/24/24,N,Fairfield,MAAC,Vermont,N,"W, 67-66",112.1,111,62.9,106.5,56.9,17.5,22.2,23.5,104.9,53.1,22.3,25,34.7,52.9,2
1132,12/13/24,N,Louisiana Tech,CUSA,Georgia Southern,H,"W, 77-63",112.1,108.6,64.8,118.8,61.2,18.5,33.3,17.2,97.2,46.8,20.1,35,9.5,58.9,0
1133,12/16/24,N,Louisiana Tech,CUSA,Grand Canyon,H,"W, 74-66",112.1,96.6,67.4,109.9,58.3,19.3,25,25.9,98,45.2,17.8,34.1,27.4,84.7,3
1134,11/11/24,N,Lamar,Slnd,Texas A&M,A,"L, 97-71",112.1,122.9,72,98.6,42.2,13.9,31.1,39.1,134.7,65.5,19.4,46.9,55.2,25.7,-16
1135,12/15/24,N,Kent St.,MAC,Mercyhurst,H,"W, 82-57",112.1,99.7,65.1,125.9,53.4,13.8,45.2,40.7,87.5,50,23,17.9,11.5,79.5,11
1136,11/10/24,N,Wake Forest,ACC,Michigan,N,"W, 72-70",112.1,94.3,68.6,105,51.8,19,32.4,33.9,102.1,50.9,23.3,31.2,26.3,87.9,-3
1137,12/14/24,N,Purdue,B10,Texas A&M,N,"L, 70-66",112.1,99.5,65.6,100.6,53.8,24.4,28.6,18.9,106.7,53,27.4,48.3,48,79.7,-4
1138,11/24/24,N,East Tennessee St.,SC,Queens,H,"W, 82-67",112.1,105.3,68.8,119.1,55.3,18.9,45.9,22.7,97.3,47.5,18.9,34.1,29.5,67.2,6
1139,11/8/24,N,William & Mary,CAA,Radford,A,"L, 89-77",112.1,119.7,70.4,109.4,42.2,15.6,33.3,60.3,126.4,60.2,17,39.4,63,32,0
1140,11/24/24,N,American,Pat,Albany,N,"W, 81-77",112,104.8,71.4,113.5,74.4,22.4,19,53.3,107.9,48.3,14,28.6,43.3,68.2,9
1141,11/24/24,N,Boston College,ACC,Old Dominion,N,"W, 82-52",112,87.9,66.3,123.7,50.7,12.1,43.2,23.9,78.4,38.6,19.6,30.2,33.3,94.2,11
1142,12/14/24,N,Butler,BE,Wisconsin,N,"L, 83-74",112,109,68,108.8,51,8.8,15.6,62.7,122,50,4.4,15.6,46.6,57.6,-7
1143,11/30/24,N,Delaware,CAA,Rider,A,"W, 72-66",112,109.4,62.8,114.6,54.3,9.6,20.6,22.4,105.1,46.4,11.1,36.6,4.3,56.5,4
1144,12/14/24,N,Syracuse,ACC,Georgetown,H,"L, 75-71",112,108.3,68,104.4,46.3,14.7,29.4,53.7,110.3,52.3,14.7,33.3,16.9,59.6,0
1145,11/27/24,N,UCF,B12,Milwaukee,H,"W, 84-76",112,104.7,72.1,116.5,56.3,11.1,20.6,25.4,105.4,52.3,20.8,36.8,21.5,68.4,3
1146,12/12/24,N,Virginia Tech,ACC,North Carolina A&T,H,"W, 95-67",112,95.9,76.4,124.3,60,20.9,43.2,22.9,87.6,42.2,17,22,48.3,85.6,13
1147,11/15/24,N,Boston College,ACC,Temple,H,"W, 72-69",112,105.6,65,110.7,48.4,12.3,34.2,32.8,106.1,49.2,15.4,35.1,30.5,66.5,3
1148,11/12/24,N,South Carolina,SEC,Towson,H,"W, 80-54",112,85.1,69,115.9,55.8,21.7,38.5,57.7,78.2,34.3,20.3,34.1,53.7,95.9,13
1149,11/16/24,N,Wyoming,MWC,Utah Tech,H,"W, 86-69",112,101.7,72.7,118.3,54.3,22,48.5,53.4,94.9,39.8,12.4,22.7,52.5,75,11
1150,11/20/24,N,UC Santa Barbara,BW,UTEP,H,"L, 79-76",112,122.4,67.5,112.6,57,23.7,39.3,48,117.1,58.8,11.9,15.2,31.6,26.5,-8
1151,11/30/24,N,Marquette,BE,Western Carolina,H,"W, 94-62",112,90.2,80.2,117.2,61.1,16.2,24.3,13.9,77.3,45,26.2,19.4,20,92.3,13
1152,12/18/24,C,Louisiana,SB,Appalachian St.,H,"W, 68-62",111.9,95.4,65.9,103.1,50,18.2,27.3,30.9,94,45.8,16.7,20.6,60.4,86.2,12
1153,12/14/24,N,San Jose St.,MWC,Cal Poly,H,"W, 107-100",111.9,114.8,79.7,119.3,58.8,15.6,30,39.2,111.5,63.8,20.1,17.1,26.1,42.7,1
1154,11/4/24,N,Central Michigan,MAC,South Alabama,A,"W, 74-70",111.9,101,67.8,109.1,58.7,25.1,32.1,32.7,103.2,55.7,22.1,25.8,30.2,76.5,7
1155,11/11/24,N,Florida,SEC,Grambling St.,H,"W, 86-62",111.9,92.7,73.2,117.5,50.8,16.4,47.2,40.6,84.7,44.4,24.6,15.2,31.5,89.7,12
1156,11/16/24,N,Holy Cross,Pat,Brown,A,"W, 73-65",111.9,97.5,65.7,111.1,53.6,16.7,29,25,98.9,46,24.4,42.5,15.9,82.9,4
1157,11/25/24,N,Howard,MEAC,UMBC,A,"L, 95-77",111.9,130,69.3,111.1,54.2,20.2,35.7,28.8,137.1,70.7,8.7,20,31,15.2,-2
1158,11/13/24,N,Houston,B12,Louisiana,H,"W, 91-45",111.9,72.5,71.8,126.8,52.9,13.9,42.9,39.7,62.7,39.1,32.1,12.5,26.1,99.3,17
1159,11/16/24,N,Texas,SEC,Mississippi Valley S,H,"W, 89-43",111.9,96.7,64.1,138.8,70,10.9,33.3,80,67,34.3,21.8,15.2,25.5,84.2,8
1160,12/18/24,N,Nicholls St.,Slnd,Gonzaga,A,"L, 102-72",111.9,105.3,77.5,92.9,42.7,12.9,24,14.7,131.6,72.2,19.3,25,50,66.8,-7
1161,12/14/24,N,Pepperdine,WCC,Northern Arizona,H,"W, 86-76",111.9,110.6,70.6,121.9,60.2,9.9,20.7,33.9,107.7,50.7,17,34.1,20.9,53.4,5
1162,11/25/24,N,San Jose St.,MWC,UTEP,N,"W, 71-65",111.9,90.8,68.6,103.4,59.3,35,44,58.1,94.7,46.1,20.4,22.6,47.1,91.6,9
1163,12/5/24,N,Lipscomb,ASun,Southeast Missouri S,H,"W, 78-60",111.9,93.8,69.2,112.7,56.7,15.9,29.4,26.7,86.7,45.8,21.7,25,13.3,88.4,13
1164,11/22/24,N,Baylor,B12,Tennessee,N,"L, 77-62",111.8,119.3,61.1,101.4,47.5,19.6,44.1,13.6,126,65.2,24.5,39.1,47.8,32.2,-19
1165,11/8/24,N,Navy,Pat,Harvard,H,"W, 85-80",111.8,119.3,73.2,116.1,47.7,9.6,35,39.4,109.2,60,25.9,33.3,25,32,1
1166,11/23/24,N,La Salle,A10,Stetson,N,"W, 92-77",111.8,116.2,73.3,125.6,55.1,13.6,39.5,30.4,105.1,47.7,16.4,31.6,28.1,38.9,6
1167,12/4/24,N,Louisiana Tech,CUSA,Memphis,A,"L, 81-71",111.8,104.3,68.7,103.4,64.3,29.1,26.9,24.5,117.9,48.3,20.4,51.3,55,68.8,-4
1168,11/27/24,N,Loyola Marymount,WCC,Wyoming,N,"W, 73-70",111.8,106.8,66.4,109.9,56.1,15.1,19.4,19.3,105.4,46.8,13.5,31.6,22.2,63,4
1169,11/4/24,N,Louisville,ACC,Morehead St.,H,"W, 93-45",111.8,70.9,74.6,124.7,52.8,6.7,29.8,39.4,60.4,26,28.2,25.5,51.9,99.5,19
1170,11/25/24,N,Norfolk St.,MEAC,UC Davis,A,"W, 76-55",111.8,89.2,69.7,109.1,52.6,20.1,33.3,31,79,44.9,33,20,74.4,93.1,5
1171,12/18/24,N,UMBC,AE,Georgia Tech,A,"L, 91-82",111.8,121.7,74.9,109.5,60.3,17.4,15.2,32.8,121.5,59,18.7,40,47.5,27.4,-11
1172,11/29/24,N,George Washington,A10,VMI,H,"W, 77-64",111.8,113.2,63.5,121.3,67,18.9,29.6,24.5,100.8,50,23.6,40,13.6,46.4,10
1173,11/22/24,N,Alabama St.,SWAC,Nebraska Omaha,N,"W, 85-67",111.7,99.8,72.1,118,58.2,13.9,20,52.7,93,39.7,13.9,27.1,41.3,78.4,7
1174,11/4/24,N,Cal St. Fullerton,BW,Grand Canyon,A,"L, 89-79",111.7,114.8,74.2,106.4,55,22.9,28.6,60,119.9,55.9,22.9,48.5,54.2,42.2,-7
1175,11/23/24,N,Cal Baptist,WAC,Eastern Washington,H,"W, 79-68",111.7,103.5,66.3,119.1,61.4,21.1,38.5,21.1,102.5,47.2,18.1,32.3,38.9,70.6,9
1176,12/4/24,N,Furman,SC,Florida Gulf Coast,A,"W, 76-73",111.7,110.9,66.4,114.5,52.5,16.6,38.2,26.2,110,58.2,15.1,19.2,23.6,52.1,-4
1177,11/24/24,N,USC,B10,Grambling St.,H,"W, 80-69",111.7,114.1,67.2,119.1,57,19.4,30.3,66,102.7,51.8,17.9,26.7,25.5,43.9,2
1178,12/8/24,N,Jacksonville St.,CUSA,South Alabama,A,"L, 76-74",111.7,118.7,65.3,113.3,56.6,27.5,42.9,28.3,116.3,49.2,9.2,33.3,28.6,33.3,-3
1179,11/25/24,N,Kansas St.,B12,Longwood,N,"W, 80-64",111.7,96.1,70.7,113.2,68.8,26.9,33.3,8.9,90.5,43.1,18.4,22.2,32.8,85,6
1180,12/1/24,N,Mercyhurst,NEC,San Francisco,A,"L, 87-59",111.7,117.5,65.6,90,52.8,19.8,11.1,5.7,132.7,63.6,15.2,41.9,56.4,35.8,-3
1181,12/5/24,C,Northwestern St.,Slnd,Incarnate Word,A,"W, 72-70",111.7,108.6,61.9,116.3,53.8,11.3,23.3,34,113.1,58.7,22.6,32.1,21.2,58,6
1182,12/6/24,C,Niagara,MAAC,Siena,H,"W, 69-68",111.7,125,59.6,115.8,57.8,13.4,12,44.4,114.1,54.6,10.1,21.2,25.9,21.5,0
1183,12/7/24,N,Elon,CAA,Wofford,H,"W, 79-56",111.7,87.8,65.7,120.2,71.3,24.4,28.6,34,85.2,34.9,13.7,35.8,11,94.1,9
1184,12/18/24,N,Wofford,SC,Saint Louis,A,"W, 74-71",111.7,107.1,63.3,116.8,55.2,6.3,21.9,29.3,112.1,56.7,11,14.7,77.8,62,0
1185,11/21/24,N,California,ACC,Air Force,H,"W, 78-69",111.6,111.6,66,118.1,57.7,22.7,43.3,51.9,104.5,61.8,24.2,25,21.6,49.8,6
1186,12/13/24,N,Merrimack,MAAC,Boston University,H,"W, 64-61",111.6,108.1,57.2,111.8,57,10.5,14.8,18,106.6,51.9,19.2,35.3,20.4,59,8
1187,12/7/24,C,UC San Diego,BW,Cal St. Bakersfield,H,"W, 81-60",111.6,88,69.4,116.8,60.9,17.3,17.6,34.5,86.5,51,30.3,22.2,25,93.9,14
1188,12/17/24,N,Gardner Webb,BSth,Georgia Southern,A,"L, 86-81",111.6,113.6,75.8,106.8,54.6,23.7,27.6,46.3,113.4,43.8,11.9,38.8,40.3,45,3
1189,11/4/24,N,Princeton,Ivy,Iona,H,"W, 81-80",111.6,127.3,69.9,115.8,62.5,14.3,29,39.3,114.4,58.9,24.3,40.7,39.3,18.1,-4
1190,11/25/24,N,Winthrop,BSth,LIU,H,"W, 87-65",111.6,103.5,72.1,120.7,55.7,13.9,37.1,52.5,90.2,43,23.6,42.6,32.8,70.3,9
1191,11/26/24,N,Virginia,ACC,Manhattan,H,"W, 74-65",111.6,106,61.9,119.5,59.3,12.9,25,27.8,104.9,53.8,22.6,32.3,18.9,64.5,9
1192,11/9/24,N,UNLV,MWC,Memphis,H,"L, 80-74",111.6,100.9,70.9,104.4,47.4,14.1,24.4,44.8,112.8,57.1,18.3,25.8,39.3,76,2
1193,11/9/24,N,Quinnipiac,MAAC,St. John's,A,"L, 96-73",111.6,101.8,79.2,92.2,44.6,17.7,27.3,32.3,121.3,52.1,15.2,35,36.6,74.3,-2
1194,11/14/24,N,Grand Canyon,WAC,Arizona St.,N,"L, 87-76",111.5,108.9,74.4,102.1,50,20.2,33.3,42.4,116.9,63.9,20.2,20.8,38.9,56.8,-3
1195,12/1/24,N,Penn St.,B10,Buffalo,H,"W, 87-64",111.5,104.1,69.9,124.5,63.7,15.7,30,21,91.6,48.1,21.5,19.4,30.2,68.8,9
